listing_id,listing_name,listing_type,room_type,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,checkin_time,checkout_time,guest_favorite,exact_location,cleaning_fee,extra_guest_fee,single_fee_structure,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue_native,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar_native,ttm_adjusted_revpar_native,ttm_avg_min_nights,ttm_avg_length_of_stay,ttm_reserved_days,ttm_blocked_days,ttm_available_days,amenities_count,center_mark
19939757,"Quyet Homestay #1 (Hoian room, stylist deco)",Private room in home,private_room,True,21.0359,105.822,2.0,1.0,1.0,0.0,False,"Hair dryer,Shampoo,Shower gel,Dryer,Essentials,Hangers,Bed linens,Clothing storage,TV,Air conditioning,Portable fans,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Coffee maker,Wine glasses,Dining table,Private entrance,Free parking on premises,Elevator,Luggage dropoff allowed,Long term stays allowed",False,False,3,Moderate,2:00 PM,12:00 PM,True,False,0,0.0,False,133.0,4.85,4.9,4.9,4.9,4.9,4.5,4.9,24512273.0,370289.7,0.181,0.228,67156.9,84525.1,3.0,5.1,66,75,299,29,3.44
20460220,ANNA'S HOME – BRIGHT COZY HOME IN OLD QUARTER,Entire rental unit,entire_home,False,21.0348,105.8524,4.0,2.0,2.0,1.0,False,"Hair dryer,Shampoo,Washer,Essentials,Hangers,Extra pillows and blankets,TV,Air conditioning,First aid kit,Wifi,Kitchen",False,False,2,Firm,2:00 PM,12:00 PM,False,False,5,0.0,True,211.0,4.76,4.8,4.9,4.7,5.0,4.9,4.8,128598320.0,667719.1,0.523,0.523,340561.0,340561.0,2.0,5.5,191,0,174,11,0.77
20574867,-50% /1’ to Hoan Kiem Lake /5f,Private room in rental unit,private_room,False,21.0318,105.8498,2.0,1.0,1.0,0.0,False,"Hair dryer,Shampoo,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Iron,TV,High chair,Babysitter recommendations,Air conditioning,Indoor fireplace,Ceiling fan,Heating,Fire extinguisher,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Hot water kettle,Lake access,Private entrance,Free parking on premises,Pets allowed,Luggage dropoff allowed,Smoking allowed,Long term stays allowed,Cleaning before checkout",False,False,3,Firm,2:00 PM,12:00 PM,False,False,0,0.0,True,134.0,4.69,4.6,4.8,4.5,4.8,5.0,4.8,18345161.0,2317339.6,0.038,0.038,50260.7,50260.7,3.0,4.7,14,0,351,33,0.6
20608904,Tofu's House - Daisy Flat with kitchen (+LIFT),Room in serviced apartment,hotel_room,False,21.0245,105.8037,2.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Drying rack for clothing,Clothing storage,TV,Window guards,Air conditioning,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Hot water kettle,Patio or balcony,Backyard,Free parking on premises,Elevator,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",False,False,1,Moderate,3:00 PM,11:00 AM,False,False,0,0.0,True,132.0,4.73,4.8,4.9,4.7,4.9,4.6,4.8,21441729.0,381340.0,0.162,0.184,58744.5,67005.4,1.0,5.9,59,45,306,35,5.24
20640334,Lake view studio apartment,Private room in rental unit,private_room,False,21.013,105.8396,2.0,1.0,1.0,1.0,False,"Free parking on premises,Hair dryer,Cleaning products,Shampoo,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Room-darkening shades,Iron,Clothing storage,TV,Mini golf,Air conditioning,Smoke alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Oven,Hot water kettle,Wine glasses,Rice maker,Dining table,Lake access,Private entrance,Free parking on premises,Elevator,Paid parking off premises,Pets allowed,Luggage dropoff allowed,Long term stays allowed",False,False,1,Flexible,2:00 PM,12:00 PM,False,False,5,0.0,True,10.0,4.8,5.0,5.0,4.8,5.0,4.7,4.7,41842587.0,805811.2,0.123,0.207,110716.2,186227.6,1.3,4.1,45,148,320,39,2.25
20645822,302-Lan’s homestay room 302 - Off 50%/1 month,Private room in tiny home,private_room,True,21.0252,105.8531,1.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Washer,Essentials,Hangers,TV,Air conditioning,Heating,Fire extinguisher,Wifi,Refrigerator,Microwave,Cooking basics",False,False,30,Moderate,2:00 PM,12:00 PM,True,False,211,False,False,12.0,4.83,4.9,4.9,4.8,4.9,5.0,4.8,45355514.0,312686.0,0.395,0.67,124261.7,210955.9,29.5,20.6,144,150,221,13,0.33
20687261,Regal Residences Tay Ho 2Beedroom,Entire rental unit,entire_home,True,21.0648,105.827,6.0,2.0,3.0,2.0,False,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Iron,TV,Air conditioning,Heating,Smoke alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Dishwasher,Stove,Oven,Coffee maker,Private entrance,Patio or balcony,Free parking on premises,Free street parking,Elevator,Gym",False,False,2,Strict,3:00 PM,11:00 AM,False,False,15,0.0,True,38.0,4.89,4.9,4.8,4.9,5.0,4.8,4.8,73510752.0,1657605.4,0.126,0.134,194983.1,206886.1,2.0,7.7,46,21,319,31,4.95
20905047,Studio Apt* Minimalism Style/Bright/20' to airport,Private room in serviced apartment,private_room,True,21.0451,105.7997,16.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,TV,Outlet covers,Air conditioning,Indoor fireplace,Heating,Smoke alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Cooking basics,Stove,Lake access,Private entrance,Backyard,BBQ grill,Free parking on premises,Free street parking,Elevator,Pets allowed,Luggage dropoff allowed,Long term stays allowed",False,False,1,Flexible,2:00 PM,12:00 PM,False,False,0,0.0,True,8.0,4.63,4.5,4.9,4.5,4.9,4.5,4.4,69295283.0,664653.5,0.279,0.29,189850.1,196861.6,1.0,25.5,102,13,263,33,5.95
21029381,Old Quarter/2 seperate rooms/Quiet/Free Wash & Dry,Private room in townhouse,private_room,True,21.0299,105.8476,6.0,2.0,3.0,0.0,False,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Bidet,Outdoor shower,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,TV,Sound system,High chair,Window guards,Air conditioning,Heating,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Pocket wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Stove,Oven,Hot water kettle,Wine glasses,Blender,Rice maker,Dining table,Coffee,Laundromat nearby,Outdoor dining area,Sun loungers,Hot tub,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",False,False,1,Moderate,2:00 PM,11:00 AM,False,False,0,0.0,True,124.0,4.87,4.9,4.9,4.8,5.0,5.0,4.8,410671348.0,3094277.4,0.359,0.36,1125127.0,1128218.0,1.0,2.8,131,1,234,54,0.7
21036353,Old Quarter/Quite/Free Wash and Dry/Fast Net,Private room in townhouse,private_room,True,21.0298,105.8461,4.0,1.0,2.0,0.0,False,"Hair dryer,Shampoo,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Clothing storage,TV,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Pocket wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Hot water kettle,Wine glasses,Dining table,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",False,False,1,Moderate,2:00 PM,11:00 AM,True,False,0,0.0,True,234.0,4.85,4.9,4.9,4.8,4.9,5.0,4.8,141869256.0,1047704.3,0.367,0.367,388682.9,388682.9,1.0,2.7,134,0,231,34,0.85
21037862,Cozy sunny room downtown Hanoi,Private room in home,private_room,False,21.0177,105.8539,2.0,1.0,1.0,0.0,False,"Hair dryer,Hot water,Washer,Hangers,Extra pillows and blankets,TV,Window guards,Air conditioning,Exterior security cameras on property,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Stove,Free parking on premises,Free street parking,Luggage dropoff allowed",False,False,2,Firm,2:00 PM,12:00 PM,True,False,0,5.0,True,48.0,4.73,4.9,4.9,4.8,4.9,4.8,4.8,44809067.0,306697.5,0.397,0.422,122764.6,130258.9,2.0,18.1,145,21,220,18,1.15
21145374,Apartment 2 Bedroom Hoan Kiem District,Private room in rental unit,private_room,False,21.0222,105.8468,6.0,2.0,3.0,0.0,False,"Hair dryer,Shampoo,Body soap,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Iron,Drying rack for clothing,TV,Air conditioning,Heating,Exterior security cameras on property,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Hot water kettle,Wine glasses,Rice maker,Dining table,Elevator,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",False,False,1,Moderate,3:00 PM,11:00 AM,False,False,0,0.0,True,28.0,4.61,4.4,4.6,4.3,4.8,4.8,4.6,84621932.0,1584959.1,0.148,0.157,231840.9,245994.0,1.0,2.7,54,21,311,34,1.0
21325553,40m2 studio with balcony in central Ba Dinh,Entire rental unit,entire_home,True,21.0371,105.8283,2.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Conditioner,Bidet,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Air conditioning,Ceiling fan,Heating,Exterior security cameras on property,Smoke alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Freezer,Stove,Hot water kettle,Rice maker,Trash compactor,Dining table,Lake access,Private entrance,Laundromat nearby,Patio or balcony,Free parking on premises,Luggage dropoff allowed,Long term stays allowed",False,False,3,Moderate,1:00 PM,12:00 PM,False,True,0,0.0,False,34.0,4.91,4.8,5.0,4.7,5.0,4.8,4.8,10304522.0,563704.3,0.049,0.062,28231.6,35532.8,3.0,4.5,18,75,347,45,2.85
21325757,30m2 studio with balcony near West Lake,Entire rental unit,entire_home,True,21.0377,105.8297,2.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Conditioner,Bidet,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Air conditioning,Ceiling fan,Heating,Exterior security cameras on property,Smoke alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Freezer,Stove,Hot water kettle,Rice maker,Dining table,Lake access,Private entrance,Laundromat nearby,Patio or balcony,Free parking on premises,Luggage dropoff allowed,Long term stays allowed",False,False,3,Moderate,1:00 PM,12:00 PM,True,True,0,0.0,True,35.0,4.86,4.9,4.9,4.8,4.9,4.8,4.8,12256131.0,572259.3,0.055,0.089,33578.4,54714.9,3.0,10.0,20,141,345,43,2.74
21416365,Wooden House,Private room in bungalow,private_room,True,21.2938,105.7857,2.0,1.0,1.0,1.0,False,"Bathtub,Hair dryer,Shampoo,Hot water,Essentials,Bed linens,Extra pillows and blankets,Room-darkening shades,Air conditioning,Heating,Fire extinguisher,First aid kit,Wifi,Backyard,BBQ grill,Sun loungers,Free parking on premises,Free street parking,Single level home,Luggage dropoff allowed,Breakfast,Long term stays allowed",False,False,1,Moderate,2:00 PM,12:00 PM,False,False,0,0.0,True,15.0,4.6,4.7,4.8,4.8,4.4,4.7,4.3,103825803.0,1708864.3,0.173,0.173,284454.3,284454.3,1.0,1.2,63,0,302,22,30.38
21583654,402-Lan’s homestay room 402 - Off 70%/1 month,Private room in tiny home,private_room,True,21.0254,105.8529,1.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Washer,Essentials,Hangers,TV,Air conditioning,Wifi",False,False,29,Moderate,2:00 PM,12:00 PM,True,False,206,False,False,15.0,4.8,4.7,4.9,4.8,4.9,4.8,4.9,43872288.0,278679.9,0.381,0.641,120198.0,202176.4,29.2,17.4,139,148,226,8,0.32
21674577,Royal City 3 bedrooms Services Residence,Entire rental unit,entire_home,False,21.0001,105.8165,6.0,3.0,3.0,2.0,False,"Hair dryer,Hot water,Washer,Dryer,Essentials,Hangers,Iron,TV,Air conditioning,Heating,Smoke alarm,Wifi,Dedicated workspace,Kitchen,Refrigerator,Cooking basics,Dishes and silverware,Hot tub,Elevator,Paid parking on premises,Pets allowed,Smoking allowed",False,False,1,Moderate,3:00 PM,12:00 PM,False,False,5,0.0,True,15.0,4.73,4.8,4.8,4.7,4.9,4.8,4.8,47697418.0,1817299.0,0.085,0.091,129964.9,138705.3,1.0,15.5,31,23,334,22,4.99
21703825,301-Lan’s homestay room 301 - Off 50%/1 month,Private room in tiny home,private_room,True,21.0248,105.8537,1.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Washer,Essentials,Hangers,TV,Air conditioning,Heating,Wifi",False,False,26,Flexible,12:00 PM,12:00 PM,True,False,1,False,False,14.0,4.86,4.9,5.0,5.0,4.9,5.0,4.9,74447573.0,312187.0,0.562,0.798,203395.6,288869.2,25.5,22.8,205,108,160,9,0.37
21711477,401-Lan’s homestay room 401 - Off 70%/1 month,Private room in tiny home,private_room,True,21.0251,105.8551,2.0,1.0,1.0,0.0,False,"Hair dryer,Shampoo,Washer,Essentials,Hangers,TV,Air conditioning,Heating,Wifi",False,False,28,Moderate,2:00 PM,12:00 PM,True,False,176,False,False,14.0,4.93,4.9,4.9,4.7,5.0,4.9,5.0,43820238.0,286593.2,0.282,0.523,120055.4,222437.8,27.6,17.2,103,168,262,9,0.35
21716101,King Studio T1,Entire rental unit,entire_home,False,21.0538,105.8348,2.0,1.0,2.0,1.0,False,"Hair dryer,Shampoo,Hot water,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Ethernet connection,TV,Air conditioning,Fire extinguisher,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Dining table,Private entrance,Laundromat nearby,Free parking on premises,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",False,False,6,Flexible,3:00 PM,2:00 PM,False,True,30,0.0,True,31.0,4.61,4.7,4.7,4.6,4.7,4.7,4.5,62998089.0,503177.6,0.353,0.413,164042.5,191908.7,5.8,32.3,129,53,236,27,3.49
21807270,Blue Room. Home Of An Architect,Private room in home,private_room,True,21.0235,105.8247,2.0,1.0,1.0,0.0,False,"Hair dryer,Shampoo,Hot water,Washer,Essentials,Hangers,Air conditioning,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Private entrance,Luggage dropoff allowed,Long term stays allowed",False,False,2,Flexible,2:00 PM,12:00 PM,True,False,0,0.0,True,245.0,4.86,4.9,5.0,4.9,5.0,4.6,4.9,98309330.0,345195.2,0.781,0.783,269340.6,270080.6,2.0,4.8,285,1,80,16,3.09
21817589,Green Room. Home of an Architect,Private room in home,private_room,True,21.0225,105.8239,2.0,1.0,1.0,0.0,False,"Hair dryer,Hot water,Essentials,Hangers,Air conditioning,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Private entrance,Luggage dropoff allowed,Long term stays allowed",False,False,2,Flexible,2:00 PM,12:00 PM,True,True,0,0.0,True,154.0,4.9,4.9,5.0,4.9,5.0,4.6,4.9,88785406.0,310832.3,0.784,0.784,243247.7,243247.7,2.0,3.9,286,0,79,14,3.19
21817661,Yellow Room. Home of an Architect,Private room in home,private_room,True,21.0223,105.8234,2.0,1.0,1.0,0.0,False,"Hair dryer,Shampoo,Hot water,Essentials,Hangers,Air conditioning,Ceiling fan,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Private entrance,Paid parking on premises,Luggage dropoff allowed,Long term stays allowed",False,False,2,Flexible,2:00 PM,12:00 PM,True,True,0,0.0,True,182.0,4.9,4.9,4.9,4.8,4.9,4.6,4.9,86573567.0,314254.3,0.756,0.756,237187.9,237187.9,2.0,5.3,276,0,89,17,3.24
21853744,The Rails - Single Room F03,Private room in home,private_room,False,21.0282,105.842,2.0,1.0,1.0,0.0,False,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Hot water,Bed linens,Extra pillows and blankets,Hot tub,Refrigerator,Dishes and silverware,Heating,Cooking basics,Stove,Washer,Smoke alarm,Carbon monoxide alarm,Patio or balcony,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Private entrance",False,False,7,Moderate,3:00 PM,11:00 AM,False,False,0,0.0,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5308388.0,319815.2,0.041,0.041,14543.5,14543.5,7.0,7.5,15,0,350,27,1.25
21854423,The Rails - Family Room F03,Private room in home,private_room,False,21.0272,105.8422,4.0,1.0,2.0,0.0,False,"Wifi,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Safe,Clothing storage,Air conditioning,Ceiling fan,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Hot water kettle,Rice maker,Dining table,Patio or balcony,Free parking on premises,Luggage dropoff allowed,Long term stays allowed",False,False,7,Moderate,3:00 PM,11:00 AM,False,False,0,0.0,True,53.0,4.68,4.6,4.8,4.6,4.9,4.8,4.8,8404949.0,631645.4,0.038,0.038,23027.3,23027.3,6.8,14.0,14,0,351,40,1.23
21871363,chez tram homestay_studio near old quarter#401,Entire rental unit,entire_home,True,21.0128,105.8396,2.0,1.0,1.0,1.0,False,"Air conditioning,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Shower gel,Washer,Dryer,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Clothing storage,TV,Air conditioning,Exterior security cameras on property,Smoke alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Hot water kettle,Coffee maker,Wine glasses,Toaster,Rice maker,Coffee,Private entrance,Outdoor furniture,Paid parking off premises,Luggage dropoff allowed,Long term stays allowed",True,False,1,Firm,2:00 PM,12:00 PM,True,False,0,0.0,False,74.0,4.88,4.9,4.9,4.9,5.0,4.6,4.8,64923672.0,601417.7,0.296,0.321,177873.1,193225.2,1.0,12.0,108,29,257,38,2.27
21949985,30m2 studio with balcony in central Ba Dinh,Entire rental unit,entire_home,True,21.0377,105.8297,2.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Conditioner,Bidet,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Window guards,Air conditioning,Ceiling fan,Exterior security cameras on property,Smoke alarm,Fire extinguisher,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Hot water kettle,Rice maker,Dining table,Lake access,Private entrance,Laundromat nearby,Patio or balcony,Free parking on premises,Elevator,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",True,False,3,Moderate,1:00 PM,12:00 PM,False,True,0,0.0,False,6.0,4.67,4.8,4.8,4.7,4.8,4.2,4.8,7260002.0,528842.7,0.036,0.04,19890.4,22338.5,3.0,13.0,13,40,352,43,2.74
22100157,Tonkin Homestay - the BAMBOO room,Private room in home,private_room,False,21.0125,105.8502,2.0,1.0,1.0,0.0,False,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Hot water,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Stove,Washer,Dryer,Patio or balcony,Backyard,Luggage dropoff allowed,Essentials,Long term stays allowed,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron",False,False,1,Flexible,3:00 PM,11:00 AM,False,False,0,0.0,True,26.0,4.96,5.0,5.0,4.9,5.0,4.7,5.0,8040646.0,617814.8,0.036,0.037,22029.2,23039.1,1.0,3.3,13,16,352,27,1.78
22204934,Hanoian living - Home in the heart of Hanoi,Entire rental unit,entire_home,True,21.0262,105.858,3.0,1.0,2.0,1.0,False,"Hair dryer,Shampoo,Hot water,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Air conditioning,Heating,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Private entrance,Patio or balcony,Single level home,Long term stays allowed",False,False,2,Firm,3:00 PM,12:00 PM,True,True,0,0.0,True,84.0,4.87,4.9,5.0,4.8,5.0,4.9,4.8,44288604.0,965790.0,0.123,0.129,121338.6,126901.4,2.0,6.4,45,16,320,23,0.46
22266018,B&BToday*Freegym*Bathtub*RooftopCafe*Westlake,Entire serviced apartment,entire_home,True,21.0582,105.8299,2.0,1.0,1.0,1.0,False,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Bidet,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,TV,Record player,Game console,Exercise equipment,Ping pong table,Books and reading material,Crib,Pack ’n play/Travel crib,Children’s books and toys,High chair,Children’s dinnerware,Board games,Air conditioning,Ceiling fan,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Hot water kettle,Wine glasses,Rice maker,Barbecue utensils,Dining table,Coffee,Waterfront,Private entrance,Patio or balcony,Backyard,Bikes,Free parking on premises,Free street parking,Elevator,Gym,Paid parking off premises,Pets allowed,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",False,False,1,Flexible,2:00 PM,12:00 PM,False,True,3,0.0,True,23.0,4.74,4.6,4.9,4.7,4.8,4.7,4.8,35076998.0,607548.8,0.164,0.173,95459.7,100701.7,1.0,15.0,60,19,305,68,4.18
22288229,B&B Today - Lakeview Studio with Large Balcony,Entire rental unit,entire_home,True,21.0582,105.8299,3.0,1.0,3.0,1.0,False,"Free parking on premises,Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Bidet,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,TV,Sound system,Game console,Exercise equipment,Ping pong table,Books and reading material,Crib,Pack ’n play/Travel crib,Children’s books and toys,High chair,Children’s dinnerware,Board games,Air conditioning,Ceiling fan,Portable fans,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Stove,Hot water kettle,Wine glasses,Rice maker,Barbecue utensils,Dining table,Coffee,Waterfront,Lake access,Private entrance,Patio or balcony,Backyard,BBQ grill,Bikes,Kayak,Free parking on premises,Free street parking,Elevator,Gym,Pets allowed,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout",False,False,1,Flexible,2:00 PM,12:00 PM,False,True,3,0.0,True,73.0,4.89,4.8,4.9,4.7,4.9,4.8,4.8,211216600.0,977767.0,0.597,0.597,568409.5,568409.5,1.0,3.6,218,0,147,71,4.18
22350273,"Quyet Homestay #3 (Hanoi room, the twin home)",Private room in home,private_room,True,21.0364,105.8223,4.0,1.0,2.0,0.0,False,"Hair dryer,Shampoo,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Clothing storage,TV,Air conditioning,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Hot water kettle,Coffee maker,Wine glasses,Rice maker,Dining table,Private entrance,Free parking on premises,Elevator,Luggage dropoff allowed,Long term stays allowed",False,False,3,Moderate,2:00 PM,12:00 PM,True,False,1,0.0,False,124.0,4.85,4.9,4.9,4.9,4.9,4.5,4.9,58626496.0,376064.4,0.43,0.467,159408.6,173167.0,2.9,8.3,157,29,208,31,3.42
22350458,"Quyet Homestay #4 (Sapa room, cute & charm)",Private room in townhouse,private_room,True,21.0373,105.8219,2.0,1.0,1.0,0.0,False,"Hair dryer,Shampoo,Shower gel,Essentials,Hangers,Clothing storage,Ethernet connection,TV,Air conditioning,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Coffee maker,Wine glasses,Rice maker,Dining table,Private entrance,Free parking on premises,Elevator,Luggage dropoff allowed,Long term stays allowed",True,False,3,Moderate,2:00 PM,12:00 PM,False,False,1,0.0,False,169.0,4.89,4.9,4.9,4.9,5.0,4.5,4.9,26750124.0,355888.8,0.208,0.253,72147.3,87779.2,3.0,4.2,76,65,289,28,3.49
22359682,30m2 studio with balcony in central Ba Dinh,Entire rental unit,entire_home,False,21.0377,105.8297,2.0,1.0,1.0,1.0,False,"Hair dryer,Shampoo,Conditioner,Bidet,Hot water,Shower gel,Washer,Dryer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Air conditioning,Ceiling fan,Heating,Exterior security cameras on property,Smoke alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Microwave,Cooking basics,Dishes and silverware,Mini fridge,Freezer,Stove,Hot water kettle,Rice maker,Dining table,Lake access,Private entrance,Laundromat nearby,Patio or balcony,Free parking on premises,Luggage dropoff allowed,Long term stays allowed",False,False,3,Moderate,3:00 PM,11:00 AM,False,False,0,0.0,True,19.0,4.95,4.9,5.0,4.8,5.0,4.8,5.0,14207746.0,525206.8,0.079,0.083,38925.3,40826.9,3.0,5.8,29,17,336,44,2.74
22362673,Entire French house 4 bedrooms at Hanoi downtown,Entire home,entire_home,True,21.0348,105.854,12.0,4.0,7.0,4.0,False,"Bathtub,Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Washer,Essentials,Hangers,Bed linens,Extra pillows and blankets,Iron,Clothing storage,TV,Crib,High chair,Children’s dinnerware,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Oven,Coffee maker,Baking sheet,Dining table,Private entrance,Patio or balcony,Outdoor furniture,Hot tub,Paid parking on premises,Luggage dropoff allowed,Smoking allowed,Long term stays allowed",False,False,1,Moderate,2:00 PM,11:00 AM,False,True,10,0.0,True,260.0,4.72,4.7,4.7,4.6,4.9,4.8,4.8,524177135.0,3278495.4,0.436,0.436,1403307.5,1403307.5,1.0,2.8,159,0,206,43,0.75
